acceptanceDateTime,accessionNumber,mailing_street1,phone
"2024-11-12 11:39:40",0001680359-17-000297,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0001680359-17-000296,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-17-000052,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-17-000049,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0001680359-17-000174,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000880268-17-000022,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-17-000045,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-17-000042,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-17-000040,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-17-000038,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-17-000036,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-17-000034,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-17-000032,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-17-000030,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-17-000028,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-17-000026,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-17-000024,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-17-000022,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-17-000020,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-17-000017,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-17-000015,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-17-000013,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-17-000010,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-17-000008,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-17-000005,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-16-000162,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-16-000158,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-16-000151,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-16-000142,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-16-000138,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-16-000135,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-16-000133,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-16-000130,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-16-000127,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-16-000124,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-16-000122,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-16-000120,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-16-000118,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-16-000116,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-16-000113,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-16-000110,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-16-000108,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-16-000106,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-16-000104,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-16-000102,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-16-000100,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-16-000098,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-16-000096,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-16-000094,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-16-000091,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-16-000087,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-15-000082,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-15-000076,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-15-000072,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-15-000068,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-15-000064,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-15-000060,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-15-000058,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-15-000055,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-15-000053,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-15-000051,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-15-000049,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-15-000047,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-15-000045,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-15-000042,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-15-000040,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-15-000038,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-15-000036,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-15-000034,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-15-000032,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-15-000030,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-15-000028,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-15-000026,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-15-000024,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-15-000022,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-15-000021,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-15-000019,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-15-000017,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-15-000015,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-15-000013,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-15-000011,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-15-000009,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-15-000007,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-15-000004,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-14-000093,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000748054-14-000017,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0001582816-14-000416,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-14-000085,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000748054-14-000006,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-14-000075,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-14-000072,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-14-000069,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-14-000067,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-14-000065,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-14-000063,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-14-000060,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-14-000058,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-14-000056,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-14-000054,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-14-000052,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-14-000049,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-14-000047,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-14-000044,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-14-000041,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-14-000038,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-14-000033,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-14-000030,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-14-000027,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-14-000024,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-14-000022,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-14-000020,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-14-000018,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-14-000016,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-14-000014,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-14-000012,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-14-000010,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-14-000007,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-14-000004,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-13-000059,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-13-000055,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000748054-13-000006,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-13-000045,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-13-000043,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-13-000041,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-13-000039,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-13-000037,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-13-000035,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-13-000033,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-13-000031,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-13-000029,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-13-000027,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-13-000025,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-13-000023,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-13-000021,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-13-000018,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-13-000017,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-13-000014,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-13-000012,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-13-000010,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-13-000008,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-13-000006,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-13-000003,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-12-000046,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-12-000043,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-12-000040,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-12-000037,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",9999999997-12-002944,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",9999999997-12-002943,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-12-000034,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-12-000032,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-12-000030,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-12-000028,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-12-000026,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-12-000024,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-12-000020,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-12-000018,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-12-000016,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-12-000014,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-12-000012,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-12-000010,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-12-000008,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-12-000006,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-12-000004,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-12-000002,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0001144204-11-063051,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-11-000036,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-11-000032,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0001144204-11-042851,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-11-000030,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-11-000028,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-11-000026,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-11-000024,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-11-000022,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-11-000020,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-11-000018,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-11-000015,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-11-000013,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-11-000011,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-11-000009,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-11-000007,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-11-000005,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-11-000002,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-10-000037,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-10-000035,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-10-000033,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-10-000031,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-10-000029,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-10-000027,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-10-000025,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-10-000023,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-10-000021,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-10-000019,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-10-000017,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-10-000015,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-10-000013,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-10-000011,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-10-000009,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-10-000007,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-10-000004,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-10-000001,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-09-000052,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-09-000051,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-09-000050,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-09-000048,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-09-000046,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-09-000044,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-09-000042,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-09-000040,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-09-000038,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-09-000035,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-09-000033,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-09-000031,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-09-000029,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-09-000027,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-09-000025,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-09-000023,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-09-000021,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-09-000019,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-09-000017,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-09-000015,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-09-000013,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-09-000011,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-09-000009,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-09-000007,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-09-000005,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-09-000003,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-09-000001,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-08-000089,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-08-000088,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-08-000085,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-08-000084,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-08-000083,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-08-000081,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-08-000079,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-08-000076,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-08-000074,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-08-000072,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-08-000070,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-08-000067,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-08-000065,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-08-000063,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-08-000061,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-08-000059,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-08-000056,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-08-000054,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-08-000052,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-08-000049,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-08-000047,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-08-000045,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-08-000043,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-08-000041,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-08-000039,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-08-000037,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-08-000035,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-08-000033,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-08-000031,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-08-000029,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-08-000027,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-08-000025,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-08-000023,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-08-000021,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-08-000019,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-08-000017,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-08-000015,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-08-000013,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-08-000011,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-08-000009,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-08-000007,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-08-000005,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-08-000003,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-08-000001,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-07-000108,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-07-000104,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-07-000100,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-07-000099,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-07-000097,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-07-000096,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-07-000094,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-07-000092,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-07-000090,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-07-000088,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-07-000085,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-07-000083,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-07-000081,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-07-000078,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-07-000076,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-07-000074,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-07-000072,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-07-000070,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-07-000068,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-07-000066,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-07-000064,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-07-000062,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-07-000060,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-07-000058,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-07-000056,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-07-000054,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-07-000052,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-07-000050,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-07-000048,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-07-000046,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-07-000044,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-07-000042,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-07-000040,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-07-000038,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-07-000034,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-07-000032,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-07-000030,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-07-000027,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-07-000025,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-07-000023,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-07-000020,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-07-000018,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-07-000016,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-07-000014,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-07-000012,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-07-000009,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-07-000008,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-07-000006,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-07-000004,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-07-000002,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-06-000014,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-06-000012,"4500 MAIN STREET",816-531-5575
"2024-11-12 11:39:40",0000052388-06-000010,"4500 MAIN STREET",816-531-5575
